"Country";"Year";"life.expectancy.total";"self.reported.absence.from.work";"job.quality";"union.density.survey";"union.density.admin";"job.quality.earnings";"job.quality.unemp.risk";"leftvot";"leftseat";"leftmaj";"fed";"rtctmaj"
"Portugal";1989;"74.4";NA;NA;NA;NA;NA;NA;35,3;36,4;0;0;0
"Portugal";1990;"74.1";NA;NA;NA;"29.3";NA;NA;35,3;36,4;0;0;0
"Portugal";1991;"74.1";NA;NA;NA;NA;NA;NA;36,2;37;0;0;0
"Portugal";1992;"74.7";NA;NA;NA;NA;NA;NA;38,7;38,7;0;0;0
"Portugal";1993;"74.6";NA;NA;NA;NA;NA;NA;38,7;38,7;0;0;0
"Portugal";1994;"75.5";NA;NA;NA;NA;NA;NA;38,7;38,7;0;0;0
"Portugal";1995;"75.4";6,3;NA;NA;"26.6";NA;NA;42,4;42,8;16,1;0;0
"Portugal";1996;"75.3";NA;NA;NA;NA;NA;NA;53,4;55,2;96,6;0;0
"Portugal";1997;"75.8";NA;NA;NA;"25.2";NA;NA;53,4;55,2;96,6;0;0
"Portugal";1998;"76";NA;NA;NA;NA;NA;NA;53,4;55,2;96,6;0;0
"Portugal";1999;"76.3";NA;NA;NA;NA;NA;NA;54,2;56;97;0;0
"Portugal";2000;"76.9";NA;NA;NA;NA;NA;NA;56,7;58,3;99,1;0;0
"Portugal";2001;"77.2";NA;NA;NA;NA;NA;NA;56,7;58,3;99,1;0;0
"Portugal";2002;"77.4";NA;NA;NA;"20.5";NA;NA;50,6;50,8;24,8;0;9,1
"Portugal";2003;"77.5";NA;NA;NA;"21.1";NA;NA;48,5;48,3;0;0;12,1
"Portugal";2004;"78.4";NA;"8.470805168";NA;"21.6";"8.47080516815186";NA;48,5;48,3;0;0;12,1
"Portugal";2005;"78.2";NA;"8.850700378";NA;NA;"8.85070037841797";NA;58,7;59,9;86,9;0;2
"Portugal";2006;"79";NA;"8.855433464";NA;"21.1";"8.85543346405029";NA;60,7;62,2;104,3;0;0
"Portugal";2007;"79.2";NA;"8.827706337";NA;NA;"8.8277063369751";"10.6768283843994";60,7;62,2;104,3;0;0
"Portugal";2008;"79.5";NA;"8.810250282";NA;"20.7";"8.8102502822876";"11.3743782043457";60,7;62,2;104,3;0;0
"Portugal";2009;"79.7";NA;"9.492346764";NA;NA;"9.49234676361084";"16.4905071258545";59,5;60,6;100,9;0;0
"Portugal";2010;"80";NA;"9.765337944";NA;"19.6";"9.76533794403076";"15.7005577087402";55,9;55,7;83,6;0;0
"Portugal";2011;"80.6";NA;"9.636447906";NA;"18.7";"9.63644790649414";"16.3234329223633";48,3;48,1;41,8;0;10,4
"Portugal";2012;"80.5";NA;"9.027499199";NA;NA;"9.02749919891358";"15.78333568573";NA;NA;NA;NA;NA
"Portugal";2013;"80.8";NA;"9.040154457";NA;NA;"9.04015445709228";"17.6113147735596";NA;NA;NA;NA;NA
"Portugal";2014;"81.2";NA;"8.935060501";NA;NA;"8.93506050109863";"13.853006362915";NA;NA;NA;NA;NA
"Portugal";2015;"81.2";NA;"8.977325439";NA;"16.1";"8.97732543945312";"12.8553972244263";NA;NA;NA;NA;NA
"Portugal";2016;"81.2";NA;"9.042422295";NA;"15.3";"9.0424222946167";NA;NA;NA;NA;NA;NA
"Portugal";2017;"81.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1960;"70.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1961;"70.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1962;"70.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1963;"70.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1964;"71.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1965;"70.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1966;"70.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1967;"71.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1968;"70.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1969;"70.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1970;"70";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1971;"70";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1972;"70.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1973;"70.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1974;"70.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1975;"70.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1976;"70.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1977;"70.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1978;"70.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1979;"70.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1980;"70.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1981;"70.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1982;"71";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1983;"70.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1984;"71";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1985;"71";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1986;"71.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1987;"71.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1988;"71.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1989;"71.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1990;"71.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1991;"71.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1992;"71.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1993;"72.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1994;"72.5";NA;NA;NA;"64.2";NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1995;"72.5";NA;NA;NA;"56.1";NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1996;"72.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1997;"72.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1998;"72.8";NA;NA;NA;"36.2";NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";1999;"73.2";NA;NA;NA;"34.2";NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";2000;"73.4";NA;NA;NA;"32.3";NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";2001;"73.6";NA;NA;NA;"30.5";NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";2002;"73.8";NA;NA;NA;"27.4";NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";2003;"73.8";NA;NA;NA;"26.2";NA;NA;NA;NA;NA;NA;NA
"Slovak Republic";2004;"74.2";NA;"6.785610676";NA;"23.7";"6.78561067581177";NA;NA;NA;NA;NA;NA
"Slovak Republic";2005;"74.2";NA;"7.209043503";NA;"22.8";"7.20904350280762";NA;NA;NA;NA;NA;NA
"Slovak Republic";2006;"74.4";NA;"7.161277771";NA;"20.6";"7.16127777099609";NA;NA;NA;NA;NA;NA
"Slovak Republic";2007;"74.5";NA;"7.563857555";NA;"18.8";"7.5638575553894";"11.2333326339722";NA;NA;NA;NA;NA
"Slovak Republic";2008;"75";NA;"7.60060215";NA;"17.2";"7.60060214996338";"9.57499885559082";NA;NA;NA;NA;NA
"Slovak Republic";2009;"75.3";NA;"7.84129858";NA;"16";"7.84129858016968";"12.1166677474976";NA;NA;NA;NA;NA
"Slovak Republic";2010;"75.6";NA;"8.043334007";NA;"15.2";"8.04333400726318";"14.4916687011719";NA;NA;NA;NA;NA
"Slovak Republic";2011;"76.1";NA;"8.01897049";NA;"14.1";"8.01897048950195";"13.6833353042602";NA;NA;NA;NA;NA
"Slovak Republic";2012;"76.2";NA;"8.054162979";NA;"13.6";"8.05416297912598";"13.96666431427";NA;NA;NA;NA;NA
"Slovak Republic";2013;"76.5";NA;"8.154919624";NA;"13.3";"8.15491962432861";"14.2250003814697";NA;NA;NA;NA;NA
"Slovak Republic";2014;"76.9";NA;"8.326133728";NA;"12.8";"8.32613372802734";"13.2083330154419";NA;NA;NA;NA;NA
"Slovak Republic";2015;"76.7";NA;"8.673503876";NA;"11.7";"8.67350387573242";"11.4916648864746";NA;NA;NA;NA;NA
"Slovak Republic";2016;"77.3";NA;"9.08525753";NA;"10.7";"9.0852575302124";NA;NA;NA;NA;NA;NA
"Slovak Republic";2017;"77.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovenia";1970;"68.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovenia";1982;"71.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovenia";1983;"71";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovenia";1984;"71.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovenia";1985;"71.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovenia";1986;"72.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovenia";1987;"72.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovenia";1988;"73";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovenia";1989;"73.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovenia";1990;"73.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Slovenia";1991;"73.5";NA;NA;NA;"68.4";NA;NA;NA;NA;NA;NA;NA
"Slovenia";1992;"73.6";NA;NA;NA;"67.9";NA;NA;NA;NA;NA;NA;NA
"Slovenia";1993;"73.5";NA;NA;NA;"56.4";NA;NA;NA;NA;NA;NA;NA
"Slovenia";1994;"74";NA;NA;NA;"55.6";NA;NA;NA;NA;NA;NA;NA
"Slovenia";1995;"74.7";NA;NA;NA;"51.9";NA;NA;NA;NA;NA;NA;NA
"Slovenia";1996;"75.1";NA;NA;NA;"50.2";NA;NA;NA;NA;NA;NA;NA
"Slovenia";1997;"75.1";NA;NA;NA;"45.2";NA;NA;NA;NA;NA;NA;NA
"Slovenia";1998;"75.3";NA;NA;NA;"43.5";NA;NA;NA;NA;NA;NA;NA
"Slovenia";1999;"75.7";NA;NA;NA;"42.1";NA;NA;NA;NA;NA;NA;NA
"Slovenia";2000;"76.1";NA;NA;NA;"44.2";NA;NA;NA;NA;NA;NA;NA
"Slovenia";2001;"76.4";NA;NA;NA;"43.3";NA;NA;NA;NA;NA;NA;NA
"Slovenia";2002;"76.6";NA;NA;NA;"47.1";NA;NA;NA;NA;NA;NA;NA
"Slovenia";2003;"76.4";NA;NA;NA;"45.3";NA;NA;NA;NA;NA;NA;NA
"Slovenia";2004;"77.2";NA;NA;NA;"37.1";NA;NA;NA;NA;NA;NA;NA
"Slovenia";2005;"77.4";NA;NA;NA;"37.5";NA;NA;NA;NA;NA;NA;NA
"Slovenia";2006;"78.3";NA;"13.43449116";NA;"32.2";"13.4344911575317";NA;NA;NA;NA;NA;NA
"Slovenia";2007;"78.3";12,9;NA;NA;"30.6";NA;"4.41603231430054";NA;NA;NA;NA;NA
"Slovenia";2008;"79.1";NA;NA;NA;"27.3";NA;"4.78124952316284";NA;NA;NA;NA;NA
"Slovenia";2009;"79.3";NA;NA;NA;"37.1";NA;"8.04214954376221";NA;NA;NA;NA;NA
"Slovenia";2010;"79.8";NA;"15.16299629";NA;"29.6";"15.1629962921143";"9.37881660461426";NA;NA;NA;NA;NA
"Slovenia";2011;"80.1";NA;NA;NA;"33.1";NA;"9.46840572357178";NA;NA;NA;NA;NA
"Slovenia";2012;"80.2";NA;NA;NA;"23.9";NA;"11.8337268829346";NA;NA;NA;NA;NA
"Slovenia";2013;"80.4";NA;NA;NA;"23.2";NA;"11.643946647644";NA;NA;NA;NA;NA
"Slovenia";2014;"81.2";10,8;"14.4867878";NA;"26.4";"14.4867877960205";"10.0000467300415";NA;NA;NA;NA;NA
"Slovenia";2015;"80.9";NA;NA;NA;"20.9";NA;"8.67279434204102";NA;NA;NA;NA;NA
"Slovenia";2016;"81.3";NA;NA;NA;"20.4";NA;NA;NA;NA;NA;NA;NA
"Slovenia";2017;"81.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1960;"69.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1961;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1962;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1963;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1964;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1965;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1966;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1967;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1969;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1970;"72";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1971;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1972;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1973;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1974;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1975;"73.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1976;"73.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"Spain";1977;"74.2";NA;NA;NA;"18.1";NA;NA;39,6;39,4;0;0;0
"Spain";1978;"74.4";NA;NA;NA;"44.5";NA;NA;39,6;39,4;0;0;0
"Spain";1979;"74.9";NA;NA;NA;"31.2";NA;NA;41;40,8;0;0;0
"Spain";1980;"75.4";NA;NA;NA;"13.3";NA;NA;41,3;41,1;0;0;0
"Spain";1981;"75.7";NA;NA;NA;"11.1";NA;NA;41,3;41,1;0;0;0
"Spain";1982;"76.3";NA;NA;NA;"12";NA;NA;43,2;44,1;9,6;0;0
"Spain";1983;"76";NA;NA;NA;"12.4";NA;NA;52,5;58,9;114,8;0;0
"Spain";1984;"76.4";NA;NA;NA;"12.1";NA;NA;52,5;58,9;114,8;0;0
"Spain";1985;"76.4";NA;NA;NA;"12.4";NA;NA;52,5;58,9;114,8;0;0
"Spain";1986;"76.7";NA;NA;NA;"12";NA;NA;50,3;56,8;110,5;0;0
"Spain";1987;"76.9";NA;NA;NA;"12.2";NA;NA;48,1;54,6;104,5;0;0
"Spain";1988;"76.9";NA;NA;NA;"12.9";NA;NA;48,1;54,6;104,5;0;0
"Spain";1989;"77";NA;NA;NA;"13.1";NA;NA;48,3;54,7;104,1;0;0
"Spain";1990;"77";NA;NA;NA;"13.7";NA;NA;49;54,9;99,4;0;0
"Spain";1991;"77.1";NA;NA;NA;"16.1";NA;NA;49;54,9;99,4;0;0
"Spain";1992;"77.6";NA;NA;NA;"18.1";NA;NA;49;54,9;99,4;0;0
"Spain";1993;"77.7";NA;NA;NA;"19.8";NA;NA;48,7;52,4;94,9;0;0
"Spain";1994;"78.1";NA;NA;NA;"19.5";NA;NA;48,4;50,6;90,3;0;0
"Spain";1995;"78.1";NA;NA;NA;"18.2";NA;NA;48,4;50,6;90,3;0;0
"Spain";1996;"78.3";NA;NA;NA;"17.8";NA;NA;48,2;47;30,1;0;0
"Spain";1997;"78.8";NA;NA;NA;"17.3";NA;NA;48,1;46,3;0;0;0
"Spain";1998;"78.9";NA;NA;NA;"17.9";NA;NA;48,1;46,3;0;0;0
"Spain";1999;"78.8";NA;NA;NA;"17.6";NA;NA;48,1;46,3;0;0;0
"Spain";2000;"79.3";NA;NA;NA;"17.4";NA;NA;41,1;39,4;0;0;0
"Spain";2001;"79.8";NA;NA;NA;"17.2";NA;NA;39,7;38;0;0;0
"Spain";2002;"79.9";NA;NA;NA;"16.9";NA;NA;39,7;38;0;0;0
"Spain";2003;"79.7";NA;NA;NA;"16.7";NA;NA;39,7;38;0;0;0
"Spain";2004;"80.4";NA;NA;NA;"16.3";NA;NA;48,4;48,5;62,1;0;0
"Spain";2005;"80.3";NA;NA;NA;"15.9";NA;NA;50,1;50,6;93,2;0;0
"Spain";2006;"81.1";NA;"16.01745796";"19.5";"15.9";"16.0174579620361";NA;50,1;50,6;93,2;0;0
"Spain";2007;"81.2";NA;NA;"18.1";"16.3";NA;"9.31835174560547";50,1;50,6;93,2;0;0
"Spain";2008;"81.5";NA;NA;"19.8";"17.5";NA;"15.5568618774414";48,1;49,2;95,3;0;0
"Spain";2009;"81.9";9,2;NA;"19.9";"18.3";NA;"17.8666687011719";47,7;48,9;96;0;0
"Spain";2010;"82.4";NA;"17.98700333";"18.9";"18.3";"17.987003326416";"19.8833351135254";47,7;48,9;96;0;0
"Spain";2011;"82.6";NA;NA;NA;"17.9";NA;"21.408332824707";46,7;47,7;96;0;0
"Spain";2012;"82.5";NA;NA;NA;"18.2";NA;"24.7916679382324";NA;NA;NA;NA;NA
"Spain";2013;"83.2";NA;NA;NA;"17.9";NA;"26.1166687011719";NA;NA;NA;NA;NA
"Spain";2014;"83.3";NA;"17.45339012";NA;"16.8";"17.45339012146";"24.4500007629394";NA;NA;NA;NA;NA
"Spain";2015;"82.9";NA;NA;NA;"15.2";NA;"25.728630065918";NA;NA;NA;NA;NA
"Spain";2016;"83.4";NA;NA;NA;"14.8";NA;NA;NA;NA;NA;NA;NA
"Spain";2017;"83.4";NA;NA;NA;"14.2";NA;NA;NA;NA;NA;NA;NA
"Spain";2018;NA;NA;NA;NA;"13.6";NA;NA;NA;NA;NA;NA;NA
"Sweden";1960;"73.1";NA;NA;NA;"64.6";NA;NA;50,3;50,5;95,8;0;0
"Sweden";1961;"73.5";NA;NA;NA;"65";NA;NA;52,3;51,3;97,4;0;0
"Sweden";1962;"73.4";NA;NA;NA;"65.9";NA;NA;52,3;51,3;97,4;0;0
"Sweden";1963;"73.6";NA;NA;NA;"66.1";NA;NA;52,3;51,3;97,4;0;0
"Sweden";1964;"73.8";NA;NA;NA;"66.7";NA;NA;52,4;51,5;97,1;0;0
"Sweden";1965;"73.9";NA;NA;NA;"66.3";NA;NA;52,5;51,9;96,2;0;0
"Sweden";1966;"74.2";NA;NA;NA;"65.9";NA;NA;52,5;51,9;96,2;0;0
"Sweden";1967;"74.2";NA;NA;NA;"67.5";NA;NA;52,5;51,9;96,2;0;0
"Sweden";1968;"74.1";NA;NA;NA;"67.9";NA;NA;52,7;52,9;98,8;0;0
"Sweden";1969;"74.2";NA;NA;NA;"68.5";NA;NA;53,1;54,9;106,4;0;0
"Sweden";1970;"74.8";NA;NA;NA;"67.7";NA;NA;52,4;54;103;0;0
"Sweden";1971;"74.8";NA;NA;NA;"70";NA;NA;50,1;51,4;92,6;0;0
"Sweden";1972;"74.8";NA;NA;NA;"71.4";NA;NA;50,1;51,4;92,6;0;0
"Sweden";1973;"75";NA;NA;NA;"72.5";NA;NA;49,8;51,1;91,9;0;0
"Sweden";1974;"75.1";NA;NA;NA;"73.5";NA;NA;48,9;50;88,6;0;0
"Sweden";1975;"75.2";NA;NA;NA;"74.5";NA;NA;48,9;50;88,6;0;0
"Sweden";1976;"75.1";NA;NA;NA;"75.4";NA;NA;48,6;49,6;66,5;0;0
"Sweden";1977;"75.6";NA;NA;NA;"77.8";NA;NA;47,5;48,4;0;0;0
"Sweden";1978;"75.7";NA;NA;NA;"79.2";NA;NA;47,5;48,4;0;0;0
"Sweden";1979;"75.7";NA;NA;NA;"79.3";NA;NA;47,8;48,8;0;0;0
"Sweden";1980;"75.9";NA;NA;NA;"80";NA;NA;48,8;49,9;0;0;0
"Sweden";1981;"76.2";NA;NA;NA;"80.8";NA;NA;48,8;49,9;0;0;0
"Sweden";1982;"76.5";NA;NA;NA;"82.1";NA;NA;49,4;50,8;23,7;0;0
"Sweden";1983;"76.7";NA;NA;NA;"83.2";NA;NA;51,2;53,3;94,6;0;0
"Sweden";1984;"77";NA;NA;NA;"83.9";NA;NA;51,2;53,3;94,6;0;0
"Sweden";1985;"76.8";NA;NA;NA;"84.1";NA;NA;50,8;52,5;93,6;0;0
"Sweden";1986;"77.1";NA;NA;NA;"85.1";NA;NA;50,1;51;90,6;0;0
"Sweden";1987;"77.3";NA;NA;"82.5";"87.3";NA;NA;50,1;51;90,6;0;0
"Sweden";1988;"77.1";NA;NA;"81.6";"86";NA;NA;51,2;52,4;90,2;0;0
"Sweden";1989;"77.8";NA;NA;"80.8";"84.8";NA;NA;54,5;56,4;88,9;0;0
"Sweden";1990;"77.7";NA;NA;"80.1";"83.2";NA;NA;54,5;56,4;88,9;0;0
"Sweden";1991;"77.9";NA;NA;"80.1";"85.7";NA;NA;51,5;52,3;66,7;0;0
"Sweden";1992;"78.2";NA;NA;"83";"90.5";NA;NA;45,6;44,1;0;0;0
"Sweden";1993;"78.2";NA;NA;"83.8";"96.5";NA;NA;45,6;44,1;0;0;0
"Sweden";1994;"78.9";NA;NA;"83.7";"97.2";NA;NA;48,3;47,5;22,9;0;0
"Sweden";1995;"79";NA;NA;"83.1";"95.8";NA;NA;56,5;57,6;91,7;0;0
"Sweden";1996;"79.2";NA;NA;"82.7";"95.1";NA;NA;56,5;57,6;91,7;0;0
"Sweden";1997;"79.4";NA;NA;"82.1";"94.7";NA;NA;56,5;57,6;91,7;0;0
"Sweden";1998;"79.5";NA;NA;"81.2";"92.6";NA;NA;55,6;56,8;87,4;0;0
"Sweden";1999;"79.6";NA;NA;"80.6";"89.8";NA;NA;52,9;54,4;74,6;0;0
"Sweden";2000;"79.7";NA;NA;"79";"86.6";NA;NA;52,9;54,4;74,6;0;0
"Sweden";2001;"79.9";NA;NA;"77.5";"83.2";NA;NA;52,9;54,4;74,6;0;0
"Sweden";2002;"79.9";NA;NA;"77.4";"82.7";NA;NA;52,9;54,5;76,5;0;0
"Sweden";2003;"80.3";NA;NA;"77.5";"82.4";NA;NA;52,9;54,7;82,1;0;0
"Sweden";2004;"80.6";NA;"18.3091507";"76.4";"82.4";"18.3091506958008";NA;52,9;54,7;82,1;0;0
"Sweden";2005;"80.7";NA;"18.82878113";"75.7";"81";"18.8287811279297";NA;52,9;54,7;82,1;0;0
"Sweden";2006;"81";NA;"18.8999691";"74.2";"78.4";"18.8999691009522";NA;51,2;53,3;61,6;0;0
"Sweden";2007;"81.1";NA;"19.15089417";"70.8";"71.9";"19.1508941650391";"6.2664270401001";46,1;49;0;0;0
"Sweden";2008;"81.3";NA;"19.83256531";"68.3";"69.4";"19.8325653076172";"7.01560020446777";46,1;49;0;0;0
"Sweden";2009;"81.5";NA;"19.90617752";"68.4";"70.8";"19.906177520752";"9.5689811706543";46,1;49;0;0;0
"Sweden";2010;"81.6";NA;"19.92999458";"68.2";"70.2";"19.9299945831299";"9.21755027770996";45,5;47,9;0;0;0
"Sweden";2011;"81.9";NA;"19.846735";"67.5";"68.3";"19.8467350006104";"8.37397003173828";43,6;44,7;0;0;0
"Sweden";2012;"81.8";NA;"20.58760452";"67.5";"68.4";"20.5876045227051";"8.7890625";NA;NA;NA;NA;NA
"Sweden";2013;"82";NA;"20.82431602";"67.7";"68";"20.8243160247803";"8.7977123260498";NA;NA;NA;NA;NA
"Sweden";2014;"82.3";NA;NA;"67.3";"67.7";NA;"8.57368469238281";NA;NA;NA;NA;NA
"Sweden";2015;"82.3";NA;NA;"67";"67.8";NA;"7.8589072227478";NA;NA;NA;NA;NA
"Sweden";2016;"82.4";NA;NA;"66.7";"66.9";NA;NA;NA;NA;NA;NA;NA
"Sweden";2017;"82.5";NA;NA;"66.1";"65.6";NA;NA;NA;NA;NA;NA;NA
"Sweden";2018;NA;NA;NA;"64.9";NA;NA;NA;NA;NA;NA;NA;NA
"Switzerland";1960;"71.4";NA;NA;NA;"31";NA;NA;29,1;23,3;43,8;2;52,9
"Switzerland";1961;"71.8";NA;NA;NA;"30.2";NA;NA;29,1;23,3;43,8;2;52,9
"Switzerland";1962;"71.3";NA;NA;NA;"29.6";NA;NA;29,1;23,3;43,8;2;52,9
"Switzerland";1963;"71.3";NA;NA;NA;"28.9";NA;NA;29,1;23,5;43,9;2;53
"Switzerland";1964;"72.2";NA;NA;NA;"28.5";NA;NA;28,8;24,6;45,5;2;53,7
"Switzerland";1965;"72.3";NA;NA;NA;"28.2";NA;NA;28,8;24,6;45,5;2;53,7
"Switzerland";1966;"72.5";NA;NA;NA;"27.8";NA;NA;28,8;24,6;45,5;2;53,7
"Switzerland";1967;"72.8";NA;NA;NA;"26.9";NA;NA;28,4;24,5;45,3;2;53,5
"Switzerland";1968;"72.7";NA;NA;NA;"26.3";NA;NA;26,4;23,8;43,1;2;51,2
"Switzerland";1969;"72.7";NA;NA;NA;"25.9";NA;NA;26,4;23,8;43,1;2;51,2
"Switzerland";1970;"73.1";NA;NA;NA;"24.9";NA;NA;26,4;23,8;43,1;2;51,2
"Switzerland";1971;"73.3";NA;NA;NA;"25.1";NA;NA;26,3;23,6;42,9;2;46,9
"Switzerland";1972;"73.8";NA;NA;NA;"24.8";NA;NA;25,5;22,5;40,7;2;0
"Switzerland";1973;"74.1";NA;NA;NA;"24.6";NA;NA;25,5;22,5;40,7;2;0
"Switzerland";1974;"74.4";NA;NA;NA;"24.9";NA;NA;25,5;22,5;40,7;2;0
"Switzerland";1975;"74.8";NA;NA;NA;"27.8";NA;NA;25,8;23,1;41,4;2;0
"Switzerland";1976;"74.9";NA;NA;NA;"29.1";NA;NA;27,3;26,2;48,8;2;0
"Switzerland";1977;"75.4";NA;NA;NA;"28.7";NA;NA;27,3;26,2;48,8;2;0
"Switzerland";1978;"75.4";NA;NA;NA;"28.3";NA;NA;27,3;26,2;48,8;2;0
"Switzerland";1979;"75.7";NA;NA;NA;"27.9";NA;NA;27,2;26,1;48,8;2;0
"Switzerland";1980;"75.7";NA;NA;NA;"27.5";NA;NA;26,5;25,6;48,4;2;0
"Switzerland";1981;"75.9";NA;NA;NA;"26.9";NA;NA;26,5;25,6;48,4;2;0
"Switzerland";1982;"76.2";NA;NA;NA;"26.6";NA;NA;26,5;25,6;48,4;2;0
"Switzerland";1983;"76.2";NA;NA;NA;"26.4";NA;NA;25,9;24,9;47,9;2;0
"Switzerland";1984;"76.9";NA;NA;NA;"26.1";NA;NA;22,9;21,5;42,7;2;0
"Switzerland";1985;"77";NA;NA;NA;"24.8";NA;NA;22,9;21,5;42,7;2;0
